



9403384	9302210
9403384	9303225
9403384	9307318
9403384	9308272
9403384	9310311
9301212	9209291
9405274	9304219
9406205	9203215
9406205	9206222
9406205	9207258
9406205	9211223
9406205	9212229
9406205	9212268
9406205	9304230
9406205	9304240
9406205	9306256
9406205	9306265
9406205	9306306
9406205	9308254
9406205	9308343
9406205	9309228
9406205	9309322
9403398	9207221
9403398	9209285
9403398	9211240
9403398	9301267
9403398	9301286
9403398	9301289
9403398	9301290
9403398	9302210
9403398	9302221
9403398	9303320
9403398	9304312
9403398	9304321
9403398	9307295
9403398	9308258
9403398	9308318
9403398	9312291
9403398	9901206
9402259	9311307
9403353	9212239
9403353	9305234
9403353	9311239
9403353	9311291
9403353	9403285
9408256	9209204
9408256	9301295
9408256	9302247
9408256	9303311
9408256	9309211
9408256	9309268
9303311	9209204
9301295	9209257
9301295	9210208
9309268	9205210
9309268	9206236
9309268	9302217
9302247	9204211
9302247	9206230
9302247	9206236
9302247	9206241
9302247	9206261
9302247	9210265
9302247	9301276
9302247	9302217
9309211	9209204
9309211	9211247
9309211	9304275
9406363	9205238
9406363	9302208
9406363	9302240
9309326	9212285
9309298	9205238
9309298	9212285
9309298	9305335
9412201	9508390
9412201	9801208
9412201	9801209
9412380	9205238
9412380	9305273
9403250	9205238
9403250	9212285
9403250	9302288
9403250	9305273
9403259	9207221
9403259	9207279
9403259	9302210
9403259	9302221
9403259	9302223
9403259	9304321
9304307	9211266
9304299	9208205
9304299	9211266
9302316	9203201
9408234	9207213
9408234	9211293
9408234	9212204
9408234	9301239
9408234	9305205
9408234	9305257
9408234	9306212
9408234	9310314
9408234	9311306
9306235	9301268
9408333	9210256
9408333	9301261
9408333	9306235
9408333	9311312
9408333	9403312
9408333	9405374
9211325	9207237
9411366	9207268
9411366	9304241
9411366	9305290
9411366	9307279
9409369	9204215
9409369	9205234
9409369	9208243
9409369	9210221
9409369	9211207
9409369	9303275
9409369	9303320
9409369	9306205
9409369	9308333
9409369	9311204
9409369	9311214
9409369	9402231
9409369	9403338
9411298	9207279
9411298	9209232
9411298	9306205
9411298	9403296
9411298	9406366
9411298	9406417
9411298	9411203
9209232	9203220
9209232	9206203
9402253	9209232
9402253	9210235
9402253	9303202
9402253	9303270
9402253	9303274
9402253	9309293
9402266	9203223
9402266	9207234
9402266	9209220
9402266	9209232
9402266	9210235
9402266	9211256
9402266	9211260
9402266	9301267
9402266	9302234
9402266	9302317
9402266	9302318
9402266	9303202
9402266	9303270
9402266	9303274
9402266	9303280
9402266	9304216
9402266	9304277
9402266	9304295
9402266	9307301
9306309	9203220
9306309	9204215
9306309	9204225
9306309	9205240
9306309	9209232
9306309	9210240
9403338	9204215
9403338	9204225
9403338	9212278
9403338	9303320
9403338	9304307
9210240	9206203
9311340	9206218
9311340	9207219
9311340	9207234
9311340	9209220
9311340	9209232
9311340	9301267
9311340	9302202
9311340	9302318
9311340	9305282
9311340	9308238
9311340	9308309
9311340	9308335
9311340	9311269
9411308	9302231
9411308	9306259
9411308	9309272
9303284	9212203
9404241	9206205
9404241	9209291
9404241	9211256
9404241	9211260
9404241	9301272
9404241	9303241
9404241	9312348
9403264	9301253
9401308	9211211
9401308	9303281
9408214	9304272
9405352	9212206
9409229	9403295
9401208	9204205
9401208	9302221
9401208	9302223
9401208	9304321
9401208	9311279
9304321	9204205
9304321	9302221
9405215	9207221
9405215	9302210
9405215	9302221
9405215	9304321
9405215	9305345
9405215	9306296
9403296	9207279
9403296	9308325
9308217	9205247
9308217	9208205
9308217	9302202
9208205	9205247
9406368	9205247
9406368	9206212
9406368	9207221
9406368	9207227
9406368	9209245
9406368	9210242
9406368	9302202
9406368	9302207
9406368	9302210
9406368	9302224
9406368	9303317
9406368	9304267
9406368	9307322
9406368	9308217
9406368	9308309
9406368	9308315
9406368	9312296
9409349	9407405
9409349	9408207
9310276	9302250
9310242	9302250
9404308	9207213
9207213	9206242
9405338	9209205
9405338	9305319
9405237	9209205
9310257	9209205
9310257	9209230
9312357	9206246
